x1_input,x2_input,f_values_target
6.180904522613065666e+00,-1.000000000000000000e+01,4.246203458606212848e+02
6.281407035175881504e+00,-1.000000000000000000e+01,4.798765705955034377e+02
6.381909547738693789e+00,-1.000000000000000000e+01,4.780658834532970332e+02
6.482412060301509626e+00,-1.000000000000000000e+01,4.874149977942864211e+02
6.582914572864321912e+00,-1.000000000000000000e+01,4.966373594200786101e+02
6.683417085427137749e+00,-1.000000000000000000e+01,5.108365459454457209e+02
6.783919597989950034e+00,-1.000000000000000000e+01,5.143180408112265241e+02
6.884422110552765872e+00,-1.000000000000000000e+01,5.889137676100051522e+02
6.984924623115578157e+00,-1.000000000000000000e+01,5.087466538705196513e+02
7.085427135678393995e+00,-1.000000000000000000e+01,5.573778931651853554e+02
7.185929648241206280e+00,-1.000000000000000000e+01,5.180486950827469173e+02
7.286432160804022118e+00,-1.000000000000000000e+01,5.834468410790370854e+02
7.386934673366835291e+00,-1.000000000000000000e+01,5.079909887496357896e+02
7.487437185929649353e+00,-1.000000000000000000e+01,5.655589864720883497e+02
7.587939698492462526e+00,-1.000000000000000000e+01,5.833868927173538168e+02
7.688442211055278364e+00,-1.000000000000000000e+01,5.561469869133029533e+02
7.788944723618091537e+00,-1.000000000000000000e+01,5.681103035225550002e+02
7.889447236180905598e+00,-1.000000000000000000e+01,5.924114724477426535e+02
7.989949748743718771e+00,-1.000000000000000000e+01,5.613818365106515103e+02
8.090452261306534609e+00,-1.000000000000000000e+01,5.678727846379331368e+02
8.190954773869346894e+00,-1.000000000000000000e+01,5.805296497534033051e+02
8.291457286432162732e+00,-1.000000000000000000e+01,5.867029045144971633e+02
8.391959798994975017e+00,-1.000000000000000000e+01,6.242936797837922995e+02
8.492462311557790855e+00,-1.000000000000000000e+01,6.019350671238145196e+02
8.592964824120603140e+00,-1.000000000000000000e+01,5.948083290730916133e+02
8.693467336683418978e+00,-1.000000000000000000e+01,6.955758853855126063e+02
8.793969849246231263e+00,-1.000000000000000000e+01,6.581280803258086962e+02
8.894472361809047101e+00,-1.000000000000000000e+01,5.797310788368943122e+02
8.994974874371859386e+00,-1.000000000000000000e+01,6.985402860337703714e+02
9.095477386934675224e+00,-1.000000000000000000e+01,6.770014291825646069e+02
9.195979899497487509e+00,-1.000000000000000000e+01,6.867345032451916040e+02
9.296482412060303346e+00,-1.000000000000000000e+01,7.119472443909014601e+02
9.396984924623117408e+00,-1.000000000000000000e+01,6.852688445644768080e+02
9.497487437185933246e+00,-1.000000000000000000e+01,7.402037665735813334e+02
9.597989949748743754e+00,-1.000000000000000000e+01,6.984992193000915677e+02
9.698492462311559592e+00,-1.000000000000000000e+01,7.281423868565424300e+02
9.798994974874373654e+00,-1.000000000000000000e+01,6.865976955381152038e+02
9.899497487437189491e+00,-1.000000000000000000e+01,7.214842828839446156e+02
1.000000000000000000e+01,-1.000000000000000000e+01,8.298302919765744718e+02
-1.000000000000000000e+01,-9.899497487437185939e+00,7.297954867322118844e+02
-9.899497487437185939e+00,-9.899497487437185939e+00,7.916277840836205542e+02
-9.798994974874373654e+00,-9.899497487437185939e+00,7.724840164758394394e+02
-9.698492462311556039e+00,-9.899497487437185939e+00,7.574040497329871187e+02
-9.597989949748743754e+00,-9.899497487437185939e+00,7.281054468423275239e+02
-9.497487437185929693e+00,-9.899497487437185939e+00,6.885544213400967237e+02
-9.396984924623117408e+00,-9.899497487437185939e+00,7.596526838436063827e+02
-9.296482412060301570e+00,-9.899497487437185939e+00,7.009442530944922964e+02
-9.195979899497487509e+00,-9.899497487437185939e+00,7.001658657233570011e+02
-9.095477386934671671e+00,-9.899497487437185939e+00,7.313056383604031225e+02
-8.994974874371859386e+00,-9.899497487437185939e+00,6.691881487596331226e+02
-8.894472361809045324e+00,-9.899497487437185939e+00,6.456817587057942092e+02
-8.793969849246231263e+00,-9.899497487437185939e+00,7.166298780310690972e+02
-8.693467336683417201e+00,-9.899497487437185939e+00,6.907671994308286685e+02
-8.592964824120603140e+00,-9.899497487437185939e+00,6.599298982923589847e+02
-8.492462311557789079e+00,-9.899497487437185939e+00,6.145629766054050833e+02
-8.391959798994975017e+00,-9.899497487437185939e+00,6.288765185915656275e+02
-8.291457286432160956e+00,-9.899497487437185939e+00,6.156360497867185586e+02
-8.190954773869346894e+00,-9.899497487437185939e+00,6.465272174163267209e+02
-8.090452261306532833e+00,-9.899497487437185939e+00,6.006686176329562841e+02
-7.989949748743718771e+00,-9.899497487437185939e+00,6.466404470760920731e+02
-7.889447236180903822e+00,-9.899497487437185939e+00,5.729578609880412614e+02
-7.788944723618091537e+00,-9.899497487437185939e+00,6.042755594935781573e+02
-7.688442211055276587e+00,-9.899497487437185939e+00,5.870033371934549677e+02
-7.587939698492462526e+00,-9.899497487437185939e+00,5.915904435857302133e+02
-7.487437185929647576e+00,-9.899497487437185939e+00,5.208414621480640108e+02
-7.386934673366835291e+00,-9.899497487437185939e+00,5.357008680893659402e+02
-7.286432160804021230e+00,-9.899497487437185939e+00,5.386650154566196989e+02
-7.185929648241206280e+00,-9.899497487437185939e+00,5.280083022196171214e+02
-7.085427135678392219e+00,-9.899497487437185939e+00,5.248389702378699440e+02
-6.984924623115578157e+00,-9.899497487437185939e+00,5.144570297273993447e+02
-6.884422110552764096e+00,-9.899497487437185939e+00,5.517563316645906752e+02
-6.783919597989950034e+00,-9.899497487437185939e+00,4.915099878529921398e+02
-6.683417085427135973e+00,-9.899497487437185939e+00,4.913681117312374909e+02
-6.582914572864321912e+00,-9.899497487437185939e+00,5.273013644159498199e+02
-6.482412060301507850e+00,-9.899497487437185939e+00,5.140335610133806767e+02
-6.381909547738693789e+00,-9.899497487437185939e+00,5.050445539545021347e+02
-6.281407035175879727e+00,-9.899497487437185939e+00,5.308346699095048962e+02
-6.180904522613065666e+00,-9.899497487437185939e+00,4.365263930402034589e+02
-6.080402010050251604e+00,-9.899497487437185939e+00,4.491812613762792807e+02
-5.979899497487436655e+00,-9.899497487437185939e+00,4.925568901064531815e+02
-5.879396984924622593e+00,-9.899497487437185939e+00,4.344461600737027425e+02
-5.778894472361808532e+00,-9.899497487437185939e+00,4.480454427123832488e+02
-5.678391959798994471e+00,-9.899497487437185939e+00,4.301408880727785800e+02
-5.577889447236180409e+00,-9.899497487437185939e+00,4.601937497065798652e+02
-5.477386934673366348e+00,-9.899497487437185939e+00,4.440861157495827456e+02
-5.376884422110552286e+00,-9.899497487437185939e+00,4.093410168934873923e+02
-5.276381909547738225e+00,-9.899497487437185939e+00,4.089090132189978135e+02
-5.175879396984924163e+00,-9.899497487437185939e+00,4.246764580997348730e+02
-5.075376884422110102e+00,-9.899497487437185939e+00,3.751732757094566182e+02
-4.974874371859296041e+00,-9.899497487437185939e+00,3.815172940175572194e+02
-4.874371859296481979e+00,-9.899497487437185939e+00,3.599971393086369744e+02
-4.773869346733667918e+00,-9.899497487437185939e+00,4.296997706470262983e+02
-4.673366834170853856e+00,-9.899497487437185939e+00,3.909780266123935348e+02
-4.572864321608039795e+00,-9.899497487437185939e+00,3.716773256944329091e+02
-4.472361809045225733e+00,-9.899497487437185939e+00,3.636695545167082173e+02
-4.371859296482410784e+00,-9.899497487437185939e+00,3.816539273747629863e+02
-4.271356783919597611e+00,-9.899497487437185939e+00,3.622404055911079013e+02
-4.170854271356783549e+00,-9.899497487437185939e+00,3.807776709789081337e+02
-4.070351758793969488e+00,-9.899497487437185939e+00,3.374714349961274138e+02
-3.969849246231154982e+00,-9.899497487437185939e+00,3.755612778496143278e+02
-3.869346733668341809e+00,-9.899497487437185939e+00,3.753998633914699781e+02
-3.768844221105527303e+00,-9.899497487437185939e+00,3.337130784255901403e+02
-3.668341708542713686e+00,-9.899497487437185939e+00,3.408436781940694118e+02
-3.567839195979899181e+00,-9.899497487437185939e+00,3.295320998917021598e+02
-3.467336683417085119e+00,-9.899497487437185939e+00,3.172256435961970169e+02
-3.366834170854271058e+00,-9.899497487437185939e+00,3.273831876624008714e+02
-3.266331658291456996e+00,-9.899497487437185939e+00,3.374160015880575543e+02
-3.165829145728642935e+00,-9.899497487437185939e+00,3.076377041580941523e+02
-3.065326633165828873e+00,-9.899497487437185939e+00,2.970016366139279853e+02
-2.964824120603014812e+00,-9.899497487437185939e+00,3.273442808124253816e+02
-2.864321608040200751e+00,-9.899497487437185939e+00,3.100587882572913827e+02
-2.763819095477386245e+00,-9.899497487437185939e+00,3.086613930149893008e+02
-2.663316582914572628e+00,-9.899497487437185939e+00,3.054896090221378699e+02
-2.562814070351758566e+00,-9.899497487437185939e+00,2.995506206178981188e+02
-2.462311557788944505e+00,-9.899497487437185939e+00,2.817576717712494201e+02
-2.361809045226130443e+00,-9.899497487437185939e+00,3.202060510337831261e+02
-2.261306532663316382e+00,-9.899497487437185939e+00,3.010538154131545525e+02
-2.160804020100502321e+00,-9.899497487437185939e+00,2.868385838788323667e+02
-2.060301507537687815e+00,-9.899497487437185939e+00,3.046772094701080391e+02
-1.959798994974873310e+00,-9.899497487437185939e+00,3.014127809619440086e+02
-1.859296482412059248e+00,-9.899497487437185939e+00,2.997936100279443394e+02
-1.758793969849245187e+00,-9.899497487437185939e+00,2.648368905590014037e+02
-1.658291457286431125e+00,-9.899497487437185939e+00,2.801140626918142971e+02
-1.557788944723617064e+00,-9.899497487437185939e+00,2.926665690723905868e+02
-1.457286432160803002e+00,-9.899497487437185939e+00,2.525612375389527529e+02
-1.356783919597988719e+00,-9.899497487437185939e+00,2.750721344273888462e+02
-1.256281407035174880e+00,-9.899497487437185939e+00,2.857322454366663464e+02
-1.155778894472360818e+00,-9.899497487437185939e+00,2.972222730799447277e+02
-1.055276381909546757e+00,-9.899497487437185939e+00,2.860589541124812740e+02
-9.547738693467326954e-01,-9.899497487437185939e+00,2.717720330470830845e+02
-8.542713567839185229e-01,-9.899497487437185939e+00,2.692058071156438928e+02
-7.537688442211046835e-01,-9.899497487437185939e+00,2.746591877789304590e+02
-6.532663316582905111e-01,-9.899497487437185939e+00,2.790892445363537604e+02
-5.527638190954764497e-01,-9.899497487437185939e+00,2.593291542888817389e+02
-4.522613065326623882e-01,-9.899497487437185939e+00,2.736553489803461048e+02
-3.517587939698483268e-01,-9.899497487437185939e+00,2.743721694775646824e+02
-2.512562814070342654e-01,-9.899497487437185939e+00,2.547778438735632847e+02
-1.507537688442202040e-01,-9.899497487437185939e+00,2.980994017891686099e+02
-5.025125628140614253e-02,-9.899497487437185939e+00,2.910333668654109260e+02
5.025125628140791889e-02,-9.899497487437185939e+00,2.611885653323138854e+02
1.507537688442219803e-01,-9.899497487437185939e+00,2.554868762807283247e+02
2.512562814070360417e-01,-9.899497487437185939e+00,2.538407089317515215e+02
3.517587939698501032e-01,-9.899497487437185939e+00,2.722076014828280677e+02
4.522613065326641646e-01,-9.899497487437185939e+00,2.586595782525587879e+02
5.527638190954782260e-01,-9.899497487437185939e+00,2.530105713409993484e+02
6.532663316582922874e-01,-9.899497487437185939e+00,2.600181990467096398e+02
7.537688442211063489e-01,-9.899497487437185939e+00,2.545983144205574149e+02
8.542713567839205213e-01,-9.899497487437185939e+00,2.435712307057872295e+02
9.547738693467343607e-01,-9.899497487437185939e+00,2.585238883128257044e+02
1.055276381909548311e+00,-9.899497487437185939e+00,2.794919273495167999e+02
1.155778894472362373e+00,-9.899497487437185939e+00,2.768023395752260853e+02
1.256281407035176656e+00,-9.899497487437185939e+00,2.810576754991549819e+02
1.356783919597990717e+00,-9.899497487437185939e+00,2.755225934165910076e+02
1.457286432160804779e+00,-9.899497487437185939e+00,2.985904321485951414e+02
1.557788944723618840e+00,-9.899497487437185939e+00,2.862697091710252266e+02
1.658291457286432902e+00,-9.899497487437185939e+00,2.809403710768046381e+02
1.758793969849246741e+00,-9.899497487437185939e+00,2.909049036948978824e+02
1.859296482412060803e+00,-9.899497487437185939e+00,2.818576405839065160e+02
1.959798994974875308e+00,-9.899497487437185939e+00,2.797979886333637296e+02
2.060301507537689147e+00,-9.899497487437185939e+00,2.931644245544099476e+02
2.160804020100503209e+00,-9.899497487437185939e+00,2.925525020206086992e+02
2.261306532663317270e+00,-9.899497487437185939e+00,2.972145467654439699e+02
2.361809045226131332e+00,-9.899497487437185939e+00,3.162844545689669644e+02
2.462311557788945393e+00,-9.899497487437185939e+00,3.021823561073301789e+02
2.562814070351759010e+00,-9.899497487437185939e+00,3.152573863412354740e+02
2.663316582914573516e+00,-9.899497487437185939e+00,3.051864606695532984e+02
2.763819095477387577e+00,-9.899497487437185939e+00,3.141939700128433515e+02
2.864321608040201639e+00,-9.899497487437185939e+00,2.989499273211085324e+02
2.964824120603015700e+00,-9.899497487437185939e+00,3.231930845139771122e+02
3.065326633165829762e+00,-9.899497487437185939e+00,3.420019423085329890e+02
3.165829145728643823e+00,-9.899497487437185939e+00,3.188683910850562597e+02
3.266331658291457440e+00,-9.899497487437185939e+00,3.305284974325583676e+02
3.366834170854271946e+00,-9.899497487437185939e+00,3.479017713349025485e+02
3.467336683417086007e+00,-9.899497487437185939e+00,3.471145043218222099e+02
3.567839195979900069e+00,-9.899497487437185939e+00,3.059834200412527139e+02
3.668341708542714574e+00,-9.899497487437185939e+00,3.427764374308254105e+02
3.768844221105528192e+00,-9.899497487437185939e+00,3.380865893152812873e+02
3.869346733668342253e+00,-9.899497487437185939e+00,3.643941598803056081e+02
3.969849246231155870e+00,-9.899497487437185939e+00,3.532218445577157127e+02
4.070351758793970376e+00,-9.899497487437185939e+00,3.323577579101163906e+02
4.170854271356784437e+00,-9.899497487437185939e+00,3.622518818750082232e+02
4.271356783919598499e+00,-9.899497487437185939e+00,3.411418889762217646e+02
4.371859296482412560e+00,-9.899497487437185939e+00,3.464285308848445766e+02
4.472361809045226622e+00,-9.899497487437185939e+00,3.808780449255238523e+02
4.572864321608040683e+00,-9.899497487437185939e+00,3.713192520538574399e+02
4.673366834170854744e+00,-9.899497487437185939e+00,4.113476302484616554e+02
4.773869346733668806e+00,-9.899497487437185939e+00,4.048886058873425213e+02
4.874371859296482867e+00,-9.899497487437185939e+00,3.842961366660832709e+02
4.974874371859296929e+00,-9.899497487437185939e+00,3.885301987218562090e+02
5.075376884422110990e+00,-9.899497487437185939e+00,4.236510595180464520e+02
5.175879396984925052e+00,-9.899497487437185939e+00,4.079893260193073843e+02
5.276381909547739113e+00,-9.899497487437185939e+00,4.091977402373457835e+02
5.376884422110553174e+00,-9.899497487437185939e+00,4.048276207393402046e+02
5.477386934673367236e+00,-9.899497487437185939e+00,3.982327033812827040e+02
5.577889447236180409e+00,-9.899497487437185939e+00,4.373846334845750334e+02
5.678391959798995359e+00,-9.899497487437185939e+00,4.185378298937266095e+02
5.778894472361809420e+00,-9.899497487437185939e+00,4.635042340750153471e+02
5.879396984924623482e+00,-9.899497487437185939e+00,4.319235440424722015e+02
5.979899497487437543e+00,-9.899497487437185939e+00,4.755468612925519096e+02
6.080402010050253381e+00,-9.899497487437185939e+00,4.467011731234013610e+02
6.180904522613065666e+00,-9.899497487437185939e+00,4.391428260105295749e+02
6.281407035175881504e+00,-9.899497487437185939e+00,4.677366470038481907e+02
6.381909547738693789e+00,-9.899497487437185939e+00,4.548755627600999105e+02
6.482412060301509626e+00,-9.899497487437185939e+00,4.663846893161026514e+02
6.582914572864321912e+00,-9.899497487437185939e+00,4.824389799470951061e+02
6.683417085427137749e+00,-9.899497487437185939e+00,4.606873586695101608e+02
6.783919597989950034e+00,-9.899497487437185939e+00,5.301073896064702922e+02
6.884422110552765872e+00,-9.899497487437185939e+00,4.983059332353374771e+02
6.984924623115578157e+00,-9.899497487437185939e+00,5.123154681043037044e+02
7.085427135678393995e+00,-9.899497487437185939e+00,4.886693920295901421e+02
7.185929648241206280e+00,-9.899497487437185939e+00,5.222326757551436458e+02
